candidate_id,age,10th_score,12th_score,12th_stream,grad_course,grad_stream,grad_score,languages_known,known_skills,additional_certifications,internship_experience,reservation_category,qualification_level,location_preference,applied_for_internship
437,23,92,75,Science,MBA,General,91.0,"Hindi,Gujarati","Marketing,AI/ML,Operations,SQL",Cybersecurity Cert,Research Intern,ST,Postgraduate,Ahmedabad,True
438,24,84,76,Arts,MBA,General,76.0,"Bengali,Malayalam,Urdu","Marketing,Java,Python,Lab Work",MS Office Cert,Mechanical Intern,OBC,Postgraduate,Lucknow,True
439,24,85,78,Science,,,,"Assamese,English,Telugu","Communication,Lab Work,Operations,Cybersecurity",,,ST,12th,Bangalore,True
440,21,73,86,Arts,,,,"Telugu,Odia","Finance,Java,Communication,Teamwork",,,OBC,12th,Bangalore,True
441,24,74,73,Science,,,,"Punjabi,English","Cybersecurity,Networking,Teamwork,Research",,,ST,12th,Kolkata,True
442,23,95,75,Commerce,B.Com,HR,72.0,Kannada,"React,Marketing,Cybersecurity,Lab Work",Finance Cert,Cyber Security Intern,General,Graduate,Pune,True
443,21,73,83,Arts,,,,"Punjabi,Odia","AI/ML,Communication,Finance",,,SC,12th,Kolkata,True
444,20,71,82,Arts,BE,General,78.0,"Punjabi,English","Marketing,Python,Lab Work,Communication",MS Office Cert,,SC,Graduate,Jaipur,True
445,21,95,77,,,,,"Telugu,Punjabi","Networking,Communication,SQL",,,OBC,10th,Ahmedabad,True
446,21,79,89,Commerce,B.Tech,General,68.0,"Odia,Assamese,Malayalam","Java,React",Finance Cert,Cyber Security Intern,ST,Graduate,Jaipur,True
447,25,92,80,Arts,,,,"Urdu,Punjabi","Communication,Lab Work",,,General,12th,Jaipur,True
448,21,85,86,Arts,,,,"Gujarati,Telugu,Malayalam","Java,Marketing",,,ST,12th,Hyderabad,True
449,23,91,80,Arts,,,,"Punjabi,Urdu","Communication,Lab Work,Marketing",,,ST,12th,Jaipur,True
450,25,84,80,,,,,"Tamil,Malayalam","Lab Work,Finance,Operations,Java",,,General,10th,Lucknow,True
451,22,93,71,Commerce,,,,Bengali,"Operations,Communication,AI/ML",,,ST,12th,Indore,True
452,22,87,83,Science,M.Tech,General,85.0,Tamil,"Operations,Marketing,SQL,Cybersecurity",AI Cert,Food Science Intern,SC,Postgraduate,Delhi,True
453,20,76,88,Arts,,,,"Hindi,Kannada","AI/ML,Cybersecurity,Java,Networking",,,General,12th,Hyderabad,True
454,23,91,85,,,,,"Tamil,Marathi,Assamese","Operations,Cybersecurity",,,ST,10th,Bangalore,True
455,24,80,71,,,,,"Urdu,Kannada,Assamese","AI/ML,Cybersecurity,Networking,Lab Work",,,General,10th,Pune,True
456,23,91,78,Commerce,M.Tech,General,86.0,"Punjabi,Kannada,Bengali","Finance,Communication,Research",Food Safety Cert,Marketing Intern,General,Postgraduate,Jaipur,True
457,20,93,78,,,,,"Odia,Assamese,English","Operations,Communication,SQL,React",,,General,10th,Chandigarh,True
458,24,87,82,Commerce,MBA,General,89.0,Marathi,"Operations,Teamwork,Marketing,Java",Cybersecurity Cert,,OBC,Postgraduate,Jaipur,True
459,21,76,77,Commerce,,,,"Marathi,Assamese,Urdu","Python,Lab Work",,,OBC,12th,Kolkata,True
460,23,72,83,Commerce,,,,"Kannada,Assamese","Communication,Teamwork,Python,Cybersecurity",,,SC,12th,Lucknow,True
461,20,72,70,,,,,"Assamese,Tamil,Malayalam","Lab Work,Communication",,,ST,10th,Chennai,True
462,25,77,72,Science,MBA,General,88.0,Gujarati,"AI/ML,React",Research Cert,Technical Intern,ST,Postgraduate,Kolkata,True
463,25,87,90,Commerce,MBA,General,94.0,"Urdu,Marathi,Hindi","AI/ML,Marketing",MS Office Cert,Mechanical Intern,OBC,Postgraduate,Mumbai,True
464,23,94,78,Arts,B.Com,Mechanical,89.0,"Kannada,Urdu","Networking,Cybersecurity,Operations",Finance Cert,Technical Intern,General,Graduate,Mumbai,True
465,22,86,86,Commerce,MBA,General,76.0,"Marathi,Punjabi,Malayalam","Python,Research",MS Office Cert,,ST,Postgraduate,Hyderabad,True
466,21,94,73,Arts,MBA,General,84.0,"Kannada,Malayalam","Finance,Lab Work",Research Cert,HR Intern,SC,Postgraduate,Chennai,True
467,23,85,79,Commerce,,,,"Malayalam,Kannada","Cybersecurity,Operations,Teamwork",,,SC,12th,Chandigarh,True
468,20,91,87,Commerce,,,,"Urdu,Marathi","AI/ML,Networking,Finance",,,General,12th,Chandigarh,True
469,25,86,88,Commerce,,,,Assamese,"Lab Work,Cybersecurity,Networking",,,General,12th,Chandigarh,True
470,23,81,82,,,,,Kannada,"Research,Python,Java,Teamwork",,,General,10th,Hyderabad,True
471,22,84,83,Commerce,M.Sc,General,77.0,"Gujarati,Telugu","Operations,Marketing,Cybersecurity",AI Cert,Research Intern,SC,Postgraduate,Ahmedabad,True
472,25,72,75,,,,,"Bengali,Telugu","Marketing,Java,Operations,Cybersecurity",,,General,10th,Indore,True
473,21,91,84,Arts,B.A,Electrical,70.0,"Marathi,Odia,Bengali","Lab Work,Python,Operations",Cybersecurity Cert,,General,Graduate,Chennai,True
474,21,94,74,Arts,M.Tech,General,90.0,"Bengali,Odia","AI/ML,Java,Communication,Networking",Finance Cert,,OBC,Postgraduate,Pune,True
475,22,70,79,Science,B.Sc,General,68.0,Assamese,"Teamwork,Cybersecurity,React,Lab Work",AI Cert,,OBC,Graduate,Hyderabad,True
476,21,85,87,Commerce,,,,"Marathi,Gujarati,Punjabi","Networking,React,Python,SQL",,,SC,12th,Indore,True
477,22,94,86,Arts,M.Tech,General,93.0,"Telugu,Malayalam","Python,React,Operations,Marketing",Finance Cert,HR Intern,OBC,Postgraduate,Mumbai,True
478,21,86,79,Commerce,,,,"Hindi,Bengali","SQL,Cybersecurity",,,SC,12th,Mumbai,True
479,24,71,78,Science,M.Tech,General,93.0,Telugu,"AI/ML,Networking,Marketing",Finance Cert,Food Science Intern,ST,Postgraduate,Indore,True
480,21,88,87,Commerce,,,,"Punjabi,Malayalam,Telugu","SQL,Marketing,Finance",,,SC,12th,Chandigarh,True
481,23,77,81,Commerce,B.Sc,General,65.0,"English,Urdu","React,Communication,AI/ML,Cybersecurity",,,SC,Graduate,Indore,True
482,23,84,89,,,,,"Gujarati,Tamil","Java,Cybersecurity,Finance,Operations",,,OBC,10th,Delhi,True
483,24,90,72,Commerce,MBA,General,90.0,"Hindi,Punjabi","SQL,AI/ML,Operations,Finance",Cybersecurity Cert,Technical Intern,ST,Postgraduate,Delhi,True
484,21,77,86,Commerce,B.Tech,Mechanical,70.0,"Bengali,Hindi","AI/ML,Research,Cybersecurity,Marketing",MS Office Cert,Mechanical Intern,OBC,Graduate,Indore,True
485,20,75,76,,,,,"Odia,Assamese,Tamil","Operations,Finance",,,SC,10th,Pune,True
486,20,81,75,Arts,,,,"Assamese,Punjabi,Hindi","Communication,Marketing,Python,Operations",,,ST,12th,Hyderabad,True
487,23,93,79,,,,,"English,Marathi,Odia","Research,Java,AI/ML",,,OBC,10th,Hyderabad,True
488,23,78,82,Science,B.A,Electrical,76.0,"Punjabi,English,Assamese","Teamwork,Operations,Java",,,General,Graduate,Ahmedabad,True
489,22,79,79,Commerce,,,,Hindi,"Marketing,Operations",,,General,12th,Pune,True
490,21,80,89,,,,,"Assamese,Odia","SQL,Marketing,React",,,ST,10th,Pune,True
491,25,76,85,Science,,,,Marathi,"React,Marketing,Research",,,ST,12th,Indore,True
492,25,90,76,Arts,,,,Tamil,"SQL,Operations",,,OBC,12th,Bangalore,True
493,24,89,73,,,,,"Gujarati,Hindi,Tamil","AI/ML,Lab Work",,,General,10th,Chandigarh,True
494,24,76,80,,,,,"Urdu,Tamil,Punjabi","Finance,Cybersecurity,SQL",,,General,10th,Delhi,True
495,23,76,82,,,,,"Kannada,Tamil,Urdu","Finance,Communication,AI/ML",,,General,10th,Lucknow,True
496,21,79,73,Arts,,,,"Telugu,Marathi,Gujarati","Finance,Networking,Research",,,General,12th,Bangalore,True
497,23,82,90,Commerce,,,,"Telugu,English,Bengali","React,Finance,Operations",,,ST,12th,Bangalore,True
498,24,93,81,Science,M.Tech,General,94.0,"Marathi,English,Tamil","Finance,Python,Networking,Lab Work",Cybersecurity Cert,Food Science Intern,General,Postgraduate,Hyderabad,True
499,24,77,82,Arts,MBA,General,82.0,"Odia,Bengali","Lab Work,Finance,AI/ML",Finance Cert,Food Science Intern,General,Postgraduate,Chennai,True
500,25,81,85,,,,,Marathi,"SQL,Networking",,,SC,10th,Ahmedabad,True
501,22,91,81,Science,B.A,Mechanical,72.0,Telugu,"Python,React,Teamwork,Cybersecurity",,Food Science Intern,SC,Graduate,Ahmedabad,True
502,25,82,74,Commerce,,,,"Odia,Kannada,Bengali","Cybersecurity,Python",,,OBC,12th,Mumbai,True
503,21,90,84,,,,,"Hindi,Marathi,Malayalam","Networking,React,Communication,Finance",,,OBC,10th,Pune,True
504,20,78,83,Arts,,,,Malayalam,"Teamwork,AI/ML,Communication",,,ST,12th,Hyderabad,True
505,20,75,81,Arts,,,,Gujarati,"Communication,React",,,SC,12th,Chandigarh,True
506,24,95,74,Arts,M.Tech,General,92.0,"Malayalam,Tamil","Networking,Teamwork,Communication,Java",AI Cert,,ST,Postgraduate,Pune,True
507,20,86,82,,,,,"English,Marathi","Cybersecurity,Java,SQL",,,SC,10th,Pune,True
508,21,81,72,Science,,,,Hindi,"Cybersecurity,Java",,,General,12th,Pune,True
509,22,86,82,Science,,,,"Gujarati,Punjabi,Kannada","Teamwork,Research,Lab Work,Cybersecurity",,,ST,12th,Lucknow,True
510,24,82,72,,,,,"Telugu,Urdu,Punjabi","Marketing,Operations,Cybersecurity,Java",,,OBC,10th,Delhi,True
511,24,93,80,Science,M.Sc,General,94.0,"Marathi,Tamil","Operations,React,Cybersecurity",Cybersecurity Cert,Cyber Security Intern,ST,Postgraduate,Hyderabad,True
512,22,95,83,Commerce,,,,"Bengali,Tamil,Marathi","Finance,Research,React",,,SC,12th,Hyderabad,True
513,20,90,87,Science,B.Sc,Computer Science,87.0,Marathi,"Marketing,AI/ML,Python,Networking",Research Cert,HR Intern,General,Graduate,Indore,True
514,22,78,71,Science,,,,"Assamese,English,Odia","Communication,Marketing,Finance",,,OBC,12th,Delhi,True
515,23,73,82,,,,,"Marathi,Tamil","Lab Work,Teamwork,React,Cybersecurity",,,SC,10th,Ahmedabad,True
516,24,70,89,Commerce,B.A,Finance,89.0,Odia,"Finance,Communication",,HR Intern,SC,Graduate,Hyderabad,True
517,22,94,81,Commerce,,,,"Gujarati,Hindi,Assamese","React,SQL,Cybersecurity,Python",,,SC,12th,Mumbai,True
518,25,93,88,Science,,,,"Hindi,Punjabi","Finance,Research,SQL",,,OBC,12th,Lucknow,True
519,24,91,77,,,,,"Marathi,Tamil,Telugu","Java,Research",,,General,10th,Jaipur,True
520,23,83,88,Science,,,,"Marathi,Tamil","Finance,Lab Work,Java,Communication",,,OBC,12th,Mumbai,True
521,23,92,84,,,,,Odia,"Marketing,Operations,Research,Finance",,,OBC,10th,Ahmedabad,True
522,21,84,88,Arts,,,,"Urdu,Odia,Telugu","SQL,AI/ML,React,Communication",,,OBC,12th,Chandigarh,True
523,20,76,72,Commerce,MBA,General,88.0,"Gujarati,Kannada","Python,Marketing",AI Cert,,ST,Postgraduate,Ahmedabad,True
524,22,92,73,,,,,"Gujarati,English","Java,Teamwork",,,SC,10th,Pune,True
525,21,83,83,Science,M.Tech,General,95.0,"Punjabi,Urdu,Malayalam","Marketing,AI/ML,Operations,Java",MS Office Cert,Marketing Intern,OBC,Postgraduate,Delhi,True
526,22,72,76,Arts,M.Tech,General,85.0,"Marathi,Kannada","Finance,Research,Lab Work",MS Office Cert,HR Intern,SC,Postgraduate,Hyderabad,True
527,24,87,70,,,,,"Kannada,Marathi","Teamwork,Research,Python",,,ST,10th,Delhi,True
528,22,83,73,Arts,B.Sc,Mechanical,88.0,"Hindi,English","Research,AI/ML",,Research Intern,ST,Graduate,Lucknow,True
529,20,83,89,Arts,MBA,General,81.0,Assamese,"React,Cybersecurity",AI Cert,,OBC,Postgraduate,Chandigarh,True
530,24,93,77,Commerce,B.A,Computer Science,66.0,"Hindi,Gujarati","Java,Marketing,Lab Work",,,ST,Graduate,Ahmedabad,True
531,24,93,74,,,,,Urdu,"React,Lab Work",,,ST,10th,Kolkata,True
532,20,92,73,Science,B.Sc,HR,80.0,"Bengali,Urdu","React,Cybersecurity",AI Cert,,General,Graduate,Lucknow,True
533,24,71,86,Commerce,MBA,General,76.0,Hindi,"Finance,Operations,Cybersecurity,Marketing",MS Office Cert,Research Intern,SC,Postgraduate,Kolkata,True
534,21,92,78,Arts,,,,"Hindi,Telugu","Communication,Cybersecurity,Lab Work,Teamwork",,,General,12th,Indore,True
535,23,72,82,Commerce,B.Com,General,85.0,"English,Gujarati","Operations,Java",Cybersecurity Cert,,OBC,Graduate,Chandigarh,True
536,22,83,80,Science,,,,"Hindi,Kannada","Lab Work,React,SQL,Cybersecurity",,,OBC,12th,Pune,True
537,22,91,74,Commerce,B.A,HR,70.0,Punjabi,"Teamwork,Python,Java,AI/ML",MS Office Cert,,SC,Graduate,Bangalore,True
538,23,71,71,Science,,,,"Kannada,Malayalam,Tamil","Cybersecurity,Java",,,SC,12th,Chandigarh,True
539,24,71,86,Science,,,,"Bengali,Kannada","Cybersecurity,Research",,,OBC,12th,Hyderabad,True
540,25,95,87,Commerce,,,,English,"AI/ML,Communication,Java,Teamwork",,,General,12th,Hyderabad,True
541,22,92,78,Commerce,,,,"Malayalam,Odia","Networking,Cybersecurity",,,OBC,12th,Chennai,True
542,22,85,75,,,,,"English,Odia","SQL,Teamwork,Finance",,,ST,10th,Indore,True
543,20,87,90,Arts,,,,Bengali,"Networking,Python",,,ST,12th,Chandigarh,True
544,21,78,84,Science,M.Tech,General,85.0,"Hindi,Malayalam,English","Teamwork,Marketing,Finance,Networking",Finance Cert,Research Intern,General,Postgraduate,Jaipur,True
545,23,71,71,,,,,Telugu,"Java,Cybersecurity,React",,,General,10th,Lucknow,True
546,23,93,71,Science,M.Sc,General,91.0,Tamil,"Finance,Communication,Research",Finance Cert,,OBC,Postgraduate,Hyderabad,True
547,23,83,77,Science,M.Sc,General,85.0,Urdu,"AI/ML,Teamwork",MS Office Cert,Food Science Intern,General,Postgraduate,Chandigarh,True
548,21,77,90,,,,,Malayalam,"Marketing,Finance,Cybersecurity",,,OBC,10th,Lucknow,True
549,20,75,83,Commerce,B.Com,General,67.0,Kannada,"Communication,React,AI/ML",,,OBC,Graduate,Ahmedabad,True
550,23,71,73,Science,M.Sc,General,80.0,"Gujarati,Odia","Communication,Operations,Java",Food Safety Cert,Cyber Security Intern,ST,Postgraduate,Pune,True
551,23,83,78,Science,BE,Electrical,72.0,Odia,"AI/ML,Operations",AI Cert,Mechanical Intern,General,Graduate,Chennai,True
552,20,82,78,Commerce,,,,"Telugu,Malayalam","Networking,Operations,React,Python",,,SC,12th,Mumbai,True
553,21,80,76,Arts,MBA,General,77.0,Tamil,"Teamwork,Java,Marketing,AI/ML",AI Cert,HR Intern,ST,Postgraduate,Mumbai,True
554,22,73,78,Science,BE,HR,79.0,"Odia,Urdu,Kannada","Networking,Finance,SQL",Finance Cert,Cyber Security Intern,General,Graduate,Lucknow,True
555,25,94,90,Science,M.Tech,General,77.0,"Telugu,Bengali","Teamwork,Java,Communication,Cybersecurity",AI Cert,Mechanical Intern,ST,Postgraduate,Jaipur,True
556,21,74,71,,,,,"Assamese,English,Odia","Networking,Research",,,General,10th,Lucknow,True
557,23,90,87,Arts,B.Com,Computer Science,89.0,"Tamil,Telugu","Python,Cybersecurity",,Research Intern,OBC,Graduate,Kolkata,True
558,24,80,71,,,,,"Malayalam,Urdu,Odia","Marketing,AI/ML,Operations,Cybersecurity",,,ST,10th,Hyderabad,True
559,25,94,87,,,,,"Urdu,Tamil","Python,React,Cybersecurity,Finance",,,General,10th,Mumbai,True
560,20,81,73,,,,,"Assamese,Punjabi,Bengali","Networking,Java",,,General,10th,Chandigarh,True
561,25,82,79,,,,,"English,Bengali","Operations,Python",,,General,10th,Indore,True
562,23,91,84,Science,,,,Malayalam,"Research,React,Cybersecurity,Finance",,,OBC,12th,Chandigarh,True
563,21,94,71,Commerce,B.Sc,Computer Science,70.0,Gujarati,"Cybersecurity,Python",Research Cert,Technical Intern,SC,Graduate,Kolkata,True
564,20,95,79,Arts,,,,Odia,"Cybersecurity,Research,Networking,Lab Work",,,OBC,12th,Bangalore,True
565,21,89,75,Commerce,,,,"Odia,Kannada","AI/ML,Java",,,ST,12th,Mumbai,True
566,21,83,73,Commerce,BE,HR,70.0,"Hindi,Odia,Punjabi","Marketing,Cybersecurity",Food Safety Cert,,SC,Graduate,Jaipur,True
567,23,84,85,Arts,M.Tech,General,78.0,"Kannada,Marathi","Finance,Java",AI Cert,HR Intern,General,Postgraduate,Pune,True
568,23,77,90,,,,,Gujarati,"Lab Work,Research,Cybersecurity,Python",,,ST,10th,Ahmedabad,True
569,23,72,90,,,,,Gujarati,"AI/ML,Teamwork,Python,Java",,,OBC,10th,Jaipur,True
570,24,71,83,,,,,Kannada,"Lab Work,Networking,Python",,,OBC,10th,Jaipur,True
571,25,89,90,Commerce,M.Sc,General,80.0,Odia,"Communication,Networking,React",Cybersecurity Cert,Food Science Intern,ST,Postgraduate,Bangalore,True
572,25,78,87,Commerce,,,,Tamil,"Marketing,Lab Work,Teamwork",,,General,12th,Delhi,True
573,25,84,72,Commerce,B.A,Electrical,80.0,Gujarati,"Networking,Cybersecurity,Communication,React",MS Office Cert,,General,Graduate,Ahmedabad,True
574,24,75,77,Science,B.Com,HR,84.0,"English,Malayalam,Punjabi","Networking,React,Marketing",MS Office Cert,,SC,Graduate,Delhi,True
575,20,73,76,Commerce,,,,"Odia,Punjabi,Hindi","React,Finance",,,SC,12th,Ahmedabad,True
576,25,75,71,Arts,MBA,General,80.0,Urdu,"Operations,Cybersecurity,Finance",Research Cert,HR Intern,General,Postgraduate,Lucknow,True
577,21,92,73,,,,,Malayalam,"Operations,Python,SQL",,,OBC,10th,Pune,True
578,21,81,80,Science,M.Sc,General,78.0,"Telugu,Tamil","Research,Python,Networking,Finance",Food Safety Cert,,General,Postgraduate,Bangalore,True
579,24,86,85,Arts,B.Com,Mechanical,87.0,"Malayalam,Bengali,English","Teamwork,Operations",,,ST,Graduate,Hyderabad,True
580,22,87,81,Science,,,,Odia,"Networking,Cybersecurity,Communication,Finance",,,OBC,12th,Jaipur,True
581,21,93,90,Arts,,,,"Odia,Telugu","SQL,Operations",,,ST,12th,Hyderabad,True
582,21,86,88,Commerce,M.Tech,General,78.0,"Tamil,Malayalam","Communication,Teamwork,Python,Java",Food Safety Cert,Marketing Intern,ST,Postgraduate,Pune,True
583,22,76,75,Science,,,,Bengali,"Operations,Java,React,Finance",,,SC,12th,Kolkata,True
584,21,88,77,Commerce,,,,Odia,"SQL,Research,Lab Work,Teamwork",,,SC,12th,Delhi,True
585,20,95,78,Arts,,,,"Punjabi,Tamil","Operations,Finance",,,ST,12th,Indore,True
586,24,90,75,,,,,"Bengali,English,Gujarati","Lab Work,Cybersecurity,Communication,Python",,,OBC,10th,Jaipur,True
587,24,88,80,Arts,MBA,General,92.0,"Gujarati,Punjabi","Research,Finance,Cybersecurity,Operations",AI Cert,Research Intern,General,Postgraduate,Ahmedabad,True
588,20,70,70,Commerce,BE,Finance,85.0,"Malayalam,English,Assamese","Finance,Networking",,,General,Graduate,Pune,True
589,20,79,76,Arts,M.Tech,General,80.0,"Punjabi,Urdu,Kannada","Lab Work,Marketing,Finance",Cybersecurity Cert,,SC,Postgraduate,Lucknow,True
590,25,70,82,,,,,"Marathi,Urdu,Punjabi","SQL,Communication,Operations,Research",,,General,10th,Bangalore,True
591,20,74,86,Arts,B.A,Computer Science,67.0,"Bengali,English","Research,Lab Work",Research Cert,,ST,Graduate,Kolkata,True
592,24,91,79,Arts,M.Sc,General,89.0,"Bengali,Assamese,Punjabi","Teamwork,AI/ML,Lab Work",AI Cert,Mechanical Intern,ST,Postgraduate,Chennai,True
593,22,86,78,,,,,"Marathi,Malayalam","Finance,Teamwork,Networking",,,SC,10th,Jaipur,True
594,22,83,82,Science,,,,"Bengali,Punjabi","AI/ML,Java,Communication",,,SC,12th,Delhi,True
595,23,91,74,Arts,,,,"Bengali,Odia","Operations,Lab Work",,,ST,12th,Jaipur,True
596,25,91,72,Science,,,,"Tamil,Kannada,English","Operations,Communication",,,ST,12th,Lucknow,True
597,23,83,77,,,,,"Urdu,Assamese,Odia","Java,Networking",,,ST,10th,Bangalore,True
598,20,78,87,,,,,"Odia,Tamil","Lab Work,Operations",,,SC,10th,Chennai,True
599,21,91,84,Science,,,,Hindi,"SQL,Finance,Research,Networking",,,General,12th,Hyderabad,True
600,21,72,75,,,,,Urdu,"Networking,Python",,,ST,10th,Bangalore,True
601,20,92,83,Arts,B.Tech,Electrical,85.0,"Hindi,Tamil,Kannada","Java,Research",,HR Intern,ST,Graduate,Chandigarh,True
602,21,85,84,Science,,,,"Tamil,Urdu,Malayalam","Cybersecurity,React,Networking",,,OBC,12th,Mumbai,True
603,25,76,88,Commerce,M.Tech,General,77.0,Kannada,"AI/ML,Java,Marketing,Communication",MS Office Cert,,SC,Postgraduate,Chandigarh,True
604,23,83,80,Science,B.Tech,HR,78.0,"Assamese,Malayalam","Finance,Research,Marketing,Cybersecurity",AI Cert,Marketing Intern,ST,Graduate,Jaipur,True
605,24,72,77,Arts,B.Tech,Computer Science,68.0,"Tamil,Gujarati","Python,SQL",Finance Cert,Marketing Intern,General,Graduate,Ahmedabad,True
606,20,83,90,Commerce,,,,"Hindi,Telugu,English","Communication,Python,Marketing",,,SC,12th,Jaipur,True
607,23,74,84,Commerce,B.Com,Mechanical,72.0,"Marathi,Telugu","Lab Work,Finance,SQL",Finance Cert,,SC,Graduate,Jaipur,True
608,25,77,88,,,,,Assamese,"Finance,Lab Work,Networking,Cybersecurity",,,SC,10th,Jaipur,True
609,20,95,73,Commerce,,,,"Urdu,Assamese,Hindi","SQL,Teamwork,Communication,Marketing",,,OBC,12th,Ahmedabad,True
610,21,87,87,Science,M.Sc,General,90.0,Malayalam,"Finance,SQL,Java",Cybersecurity Cert,,ST,Postgraduate,Kolkata,True
611,23,83,74,Science,BE,General,86.0,"English,Odia","SQL,Operations,Teamwork,Networking",Research Cert,,ST,Graduate,Delhi,True
612,22,76,86,Arts,,,,"Urdu,Telugu","AI/ML,React",,,SC,12th,Chandigarh,True
613,20,85,77,Science,BE,Electrical,68.0,"English,Punjabi","Communication,Teamwork",,,ST,Graduate,Bangalore,True
614,20,82,84,Science,,,,"Punjabi,Malayalam","SQL,Lab Work,Research",,,SC,12th,Chandigarh,True
615,23,81,80,,,,,"Bengali,Telugu","Research,Teamwork",,,SC,10th,Kolkata,True
616,24,83,86,Arts,,,,"Bengali,Kannada","Lab Work,React,Operations,AI/ML",,,OBC,12th,Ahmedabad,True
617,20,87,89,Commerce,MBA,General,80.0,"Tamil,Marathi","Teamwork,Marketing,Finance",AI Cert,Mechanical Intern,OBC,Postgraduate,Ahmedabad,True
618,25,80,85,Commerce,M.Sc,General,86.0,"Urdu,Odia,English","Lab Work,Operations,Marketing",Research Cert,Mechanical Intern,General,Postgraduate,Indore,True
619,24,92,70,Commerce,,,,"Tamil,Assamese,Gujarati","Lab Work,Java,Operations",,,SC,12th,Chennai,True
620,20,92,83,Arts,B.A,Computer Science,68.0,"Assamese,Marathi","Marketing,React",MS Office Cert,Mechanical Intern,SC,Graduate,Bangalore,True
621,23,82,88,Arts,B.Tech,Mechanical,79.0,Gujarati,"AI/ML,Research",,,OBC,Graduate,Chennai,True
622,22,90,83,Arts,BE,Electrical,70.0,"Punjabi,Telugu,Urdu","AI/ML,Python",Finance Cert,Food Science Intern,ST,Graduate,Pune,True
623,25,70,82,Science,,,,Telugu,"Teamwork,Communication,Finance,Operations",,,ST,12th,Mumbai,True
624,22,82,74,Arts,,,,"Hindi,Assamese,Tamil","Java,Cybersecurity,React,Finance",,,ST,12th,Lucknow,True
625,24,89,74,Science,BE,Mechanical,71.0,"Tamil,Assamese,Telugu","Lab Work,Java",AI Cert,Marketing Intern,OBC,Graduate,Mumbai,True
626,24,84,72,Arts,,,,Punjabi,"Operations,Python,SQL",,,SC,12th,Chennai,True
627,20,90,82,,,,,"Odia,Tamil,Punjabi","Cybersecurity,React",,,SC,10th,Pune,True
628,24,92,70,,,,,"Gujarati,Malayalam,Marathi","Java,SQL,Teamwork",,,SC,10th,Mumbai,True
629,25,83,77,Commerce,,,,Odia,"Communication,Finance,AI/ML",,,SC,12th,Hyderabad,True
630,20,70,85,Science,M.Tech,General,76.0,English,"Teamwork,Python",Finance Cert,Cyber Security Intern,General,Postgraduate,Jaipur,True
631,21,86,89,Arts,M.Sc,General,89.0,Odia,"Python,React,Marketing",AI Cert,HR Intern,OBC,Postgraduate,Chandigarh,True
632,24,74,87,,,,,"Bengali,Urdu","AI/ML,Networking,Python",,,SC,10th,Chennai,True
633,20,78,85,Commerce,M.Tech,General,91.0,Telugu,"SQL,React,Teamwork",Cybersecurity Cert,Mechanical Intern,ST,Postgraduate,Kolkata,True
634,25,91,82,Science,,,,"Odia,Bengali,Kannada","Lab Work,Finance",,,ST,12th,Delhi,True
635,20,86,86,,,,,"Telugu,Tamil,Odia","Communication,SQL,Python,Networking",,,ST,10th,Jaipur,True
636,23,82,85,Commerce,,,,Odia,"Marketing,Lab Work,SQL,Java",,,ST,12th,Indore,True
637,20,84,82,Commerce,B.Sc,Finance,88.0,"Assamese,Bengali,Tamil","Networking,Operations,React,AI/ML",Finance Cert,,OBC,Graduate,Ahmedabad,True
638,22,95,75,Arts,,,,Gujarati,"Java,Research,AI/ML",,,ST,12th,Jaipur,True
639,22,70,80,Commerce,,,,Tamil,"Cybersecurity,Finance",,,SC,12th,Indore,True
640,24,87,82,Arts,M.Sc,General,95.0,"Malayalam,Urdu","Operations,Research",Finance Cert,Food Science Intern,OBC,Postgraduate,Pune,True
641,22,82,82,Commerce,MBA,General,90.0,"English,Tamil,Assamese","Operations,SQL,Cybersecurity,Java",MS Office Cert,Technical Intern,SC,Postgraduate,Lucknow,True
642,22,89,84,Science,,,,"Punjabi,English","Cybersecurity,Finance",,,General,12th,Chandigarh,True
643,24,85,88,,,,,"Telugu,Odia","Lab Work,SQL,Teamwork",,,OBC,10th,Lucknow,True
644,25,87,88,,,,,"Malayalam,Hindi,Tamil","Python,SQL,Operations",,,ST,10th,Chandigarh,True
645,21,72,70,Science,,,,"Assamese,Kannada","Python,AI/ML,Teamwork",,,General,12th,Hyderabad,True
646,21,87,81,Science,B.Sc,HR,71.0,"Bengali,Punjabi","Networking,Research,Java",Research Cert,,ST,Graduate,Lucknow,True
647,23,88,73,Science,BE,Electrical,85.0,Bengali,"Lab Work,AI/ML",Cybersecurity Cert,Food Science Intern,SC,Graduate,Hyderabad,True
648,25,78,84,Arts,,,,"English,Hindi","Python,Lab Work",,,ST,12th,Bangalore,True
649,23,94,77,Commerce,,,,Malayalam,"Java,Operations",,,General,12th,Jaipur,True
650,25,77,75,Science,MBA,General,93.0,"Odia,Punjabi","Communication,Marketing,Teamwork,Research",AI Cert,HR Intern,SC,Postgraduate,Delhi,True
651,21,77,82,Arts,M.Sc,General,89.0,Punjabi,"Networking,Research",Cybersecurity Cert,Marketing Intern,SC,Postgraduate,Chandigarh,True
652,22,85,75,,,,,Malayalam,"Operations,Networking,AI/ML,Marketing",,,OBC,10th,Delhi,True
653,24,83,89,Commerce,,,,"Punjabi,Telugu,Odia","Finance,SQL,React,Networking",,,General,12th,Ahmedabad,True
